date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:23:33	24117/24117	---M-Z	200	added ('OK')	application/javascript	etag:W/%22666d47300d753cd35f89974985112df0%22	https://static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.742fc6c2.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.742fc6c2.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:33	30100/30100	---M-Z	200	added ('OK')	application/javascript	etag:W/%2220319a279d8a1a3565f8ee272db8f791%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.016073d1.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.016073d1.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:33	3092/3092	---M-Z	200	added ('OK')	application/javascript	etag:W/%22243fc97ceba778ec8d0e3c5b9b71072b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.1faeac31.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.1faeac31.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:34	6897/6897	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c285d5c467e91d6c521047e24f42498f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.e4dc1076.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.e4dc1076.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:34	243/243	---M-Z	403	error ('Forbidden')	application/xml	date:Wed,%2011%20Nov%202020%2017:23:34%20GMT	https://sadaafzal.wixsite.com/_partials/	C:/saba-web1/saba/sadaafzal.wixsite.com/_partials/index.html	(from https://sadaafzal.wixsite.com/website)
12:23:34	728/728	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fa493cd4061c33b6b48720a3c78489a0%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.1b328a38.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.1b328a38.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:34	15865/15865	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fcdc5e7d4c0202f94827d64bd9fad939%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platform.458e4a41.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/platform.458e4a41.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:35	122768/122768	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be49d343bfbc4254f26f61733230e9cc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendors~vendor-react-dom.e1a93611.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/vendors_vendor-react-dom.e1a93611.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:35	385/385	---M--	200	added ('OK')	application/javascript	etag:%22ee2e76dd3454cbf1c4c0223a8286aea1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.dbc1be8c.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.dbc1be8c.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:35	9969/9969	---M-Z	200	added ('OK')	application/javascript	etag:W/%2269058c409a71528fa4be8ab659d4cc24%22	https://static.parastorage.com/services/tag-manager-client/1.186.0/siteTags.bundle.min.js	C:/saba-web1/saba/static.parastorage.com/services/tag-manager-client/1.186.0/siteTags.bundle.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:35	141095/141095	---M-Z	200	added ('OK')	application/javascript	etag:W/%2291f71699d2faddbcd05f0cd01101de27%22	https://static.parastorage.com/services/editor-elements/dist/thunderboltElements.8ad3b5d6.bundle.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/thunderboltElements.8ad3b5d6.bundle.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:36	23667/23667	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c313a688288284452c8bbf665064fee4%22	https://static.parastorage.com/services/wix-perf-measure/1.258.0/wix-perf-measure.bundle.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-perf-measure/1.258.0/wix-perf-measure.bundle.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:36	939/939	---M-Z	200	added ('OK')	application/javascript	etag:W/%22af857a483d22625f6dbb9e88c8a887a6%22	https://static.parastorage.com/services/wix-thunderbolt/dist/activePopup.345a02ab.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/activePopup.345a02ab.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Nov%202020%2017:23:36%20GMT	https://sadaafzal.wixsite.com/	C:/saba-web1/saba/sadaafzal.wixsite.com/index.html	(from https://sadaafzal.wixsite.com/website)
12:23:36	1018/1018	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bf8b13cadcf7977c049cf1514100f48c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.63098b9e.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.63098b9e.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:36	649/649	---M-Z	200	added ('OK')	application/javascript	etag:W/%2281eddb260a6ebaba0ba062544e504b07%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.b0c61dad.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.b0c61dad.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:36	6285/6285	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a9fba976da59698da6e56f322dd4338%22	https://static.parastorage.com/services/wix-thunderbolt/dist/backgroundScrub.a66d819d.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/backgroundScrub.a66d819d.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:37	4534/4534	---M-Z	200	added ('OK')	application/javascript	etag:W/%227a9bc77db459077c65c2947209727551%22	https://static.parastorage.com/services/wix-thunderbolt/dist/imageZoom.d98c248e.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/imageZoom.d98c248e.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:37	1518/1518	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a28e45f099cc1ff9fcb8c019aeaf68d7%22	https://static.parastorage.com/services/wix-thunderbolt/dist/navigation.dd30d7be.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/navigation.dd30d7be.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:37	898/898	---M-Z	200	added ('OK')	application/javascript	etag:W/%22129cfbb7e2a2dd5d7c50b197c132ed3b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/onloadCompsBehaviors.bc7a9f98.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/onloadCompsBehaviors.bc7a9f98.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:37	897/897	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d7c565fc63582b4a57e80b2dcc142cfc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.28af61b7.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.28af61b7.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:37	3911/3911	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c97b3aceb15f0cc8fb74ad959622dbfb%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageAnchors.39599c0b.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/pageAnchors.39599c0b.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:38	1815/1815	---M-Z	200	added ('OK')	application/javascript	etag:W/%2284f33832cea07170a787a0db8993471b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.be631193.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.be631193.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:38	2118/2118	---M-Z	200	added ('OK')	application/javascript	etag:W/%222446d7d9f2addeb2539b883aea89029f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.ef171e7b.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.ef171e7b.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:38	3259/3259	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a6d707d50d1a3da864cb9711c9c2e29%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.2cd86ff4.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.2cd86ff4.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:38	3314/3314	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257052cb36b380e387a5cecf298741194%22	https://static.parastorage.com/services/wix-thunderbolt/dist/protectedPages.fc379108.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/protectedPages.fc379108.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:38	2553/2553	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264260ab9a48e2e3981db25533164411a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.2e5884fc.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.2e5884fc.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:39	71589/71589	---M-Z	200	added ('OK')	application/javascript	etag:W/%228482d2a2d2fd695bacea4018a1e8e242%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpa.968dfb81.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/tpa.968dfb81.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:39	2705/2705	---M-Z	200	added ('OK')	application/javascript	etag:W/%22feeeecfa65e3bf2a397df4da39554b71%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.24efcf16.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.24efcf16.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:39	46331/46331	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b9ac1d6dab235f08f38d3b4c44f9e389%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components.53b95cc9.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/bootstrap-components.53b95cc9.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:39	920/920	---M-Z	200	added ('OK')	application/javascript	etag:W/%221e3b20a04a5e92d484c431379a8d215e%22	https://static.parastorage.com/services/editor-elements/dist/AppWidget.a65c12fb.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/AppWidget.a65c12fb.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:40	6031/6031	---M-Z	200	added ('OK')	application/javascript	etag:W/%22408e8461fb12e6b6de1a1b3583376582%22	https://static.parastorage.com/services/editor-elements/dist/GoogleMap.39973775.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/GoogleMap.39973775.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:40	1127/1127	---M-Z	200	added ('OK')	application/javascript	etag:W/%22eb40140f5e21c0aed91548702b357999%22	https://static.parastorage.com/services/editor-elements/dist/FormContainer_FormContainerSkin.84fa3dde.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/FormContainer_FormContainerSkin.84fa3dde.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:40	29089/29089	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a752fd58857f7b299358ea8500a600ac%22	https://static.parastorage.com/services/editor-elements/dist/common-site-members-dialogs.63fa568a.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/common-site-members-dialogs.63fa568a.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:40	428/428	---M--	200	added ('OK')	application/javascript	etag:%2206c938c3d2bc6637992c5637ab95c268%22	https://static.parastorage.com/services/editor-elements/dist/TextInput.cfdea122.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/TextInput.cfdea122.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:40	2903/2903	---M-Z	200	added ('OK')	application/javascript	etag:W/%2273a403d7de69bb438ad1f6055ee8ef51%22	https://static.parastorage.com/services/editor-elements/dist/TextAreaInput.bbcadd1a.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/TextAreaInput.bbcadd1a.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:41	665/665	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fd67c26753b99009ea0f69a6c5f1acc%22	https://static.parastorage.com/services/editor-elements/dist/PageGroup.ae6e1496.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/PageGroup.ae6e1496.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:41	11267/11267	---M-Z	200	added ('OK')	application/javascript	etag:W/%2200a7b351d66ace3815940c1e5ac0d851%22	https://static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.ec652454.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.ec652454.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:41	3622/3622	---M-Z	200	added ('OK')	application/javascript	etag:W/%229a5feef89217d083f5ee82b9a9ff2252%22	https://static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.187e21cf.chunk.min.js	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.187e21cf.chunk.min.js	(from https://sadaafzal.wixsite.com/website)
12:23:41	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	C:/saba-web1/saba/static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	(from https://sadaafzal.wixsite.com/website)
12:23:42	393727/393727	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Nov%202020%2017:23:42%20GMT	https://sadaafzal.wixsite.com/website/	C:/saba-web1/saba/sadaafzal.wixsite.com/website/index.html	(from https://sadaafzal.wixsite.com/website)
12:23:43	288660/288660	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Nov%202020%2017:23:41%20GMT	https://sadaafzal.wixsite.com/website/about	C:/saba-web1/saba/sadaafzal.wixsite.com/website/about.html	(from https://sadaafzal.wixsite.com/website)
12:23:43	297366/297366	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Nov%202020%2017:23:43%20GMT	https://sadaafzal.wixsite.com/website/our-products	C:/saba-web1/saba/sadaafzal.wixsite.com/website/our-products.html	(from https://sadaafzal.wixsite.com/website)
12:23:46	353699/353699	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Nov%202020%2017:23:43%20GMT	https://sadaafzal.wixsite.com/website/contact-us	C:/saba-web1/saba/sadaafzal.wixsite.com/website/contact-us.html	(from https://sadaafzal.wixsite.com/website)
12:23:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Nov%202020%2017:23:45%20GMT	https://sadaafzal.wixsite.com/website/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/saba-web1/saba/sadaafzal.wixsite.com/website/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://sadaafzal.wixsite.com/website/our-products)
12:23:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Nov%202020%2017:23:44%20GMT	https://sadaafzal.wixsite.com/website/;%20$Path=/;%20XSRF-TOKEN=1605115405|ezLpJ4MZQUy2;%20$Path=/;%20hs=-1189025679;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/saba-web1/saba/sadaafzal.wixsite.com/website/;%20$Path=/;%20XSRF-TOKEN=1605115405_ezLpJ4MZQUy2;%20$Path=/;%20hs=-1189025679;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://sadaafzal.wixsite.com/website/)
12:23:47	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Nov%202020%2017:23:47%20GMT	https://sadaafzal.wixsite.com/website/%3B-%24Path%3D/%3B-XSRF-TOKEN%3D1605115405%7CezLpJ4MZQUy2%3B-%24Path%3D/%3B-hs%3D-1189025679%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/saba-web1/saba/sadaafzal.wixsite.com/website/;-$Path=/;-XSRF-TOKEN=1605115405_ezLpJ4MZQUy2;-$Path=/;-hs=-1189025679;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://sadaafzal.wixsite.com/website/;%20$Path=/;%20XSRF-TOKEN=1605115405|ezLpJ4MZQUy2;%20$Path=/;%20hs=-1189025679;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
12:23:47	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Nov%202020%2017:23:47%20GMT	https://sadaafzal.wixsite.com/website/%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/saba-web1/saba/sadaafzal.wixsite.com/website/;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://sadaafzal.wixsite.com/website/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
